probability_nonAMP	probability_AMP	predicted	seq_id
0.1223363095238095	0.8776636904761904	AMP	AMP634
0.12510416666666666	0.8748958333333332	AMP	AMP635
0.034687499999999996	0.9653124999999999	AMP	AMP636
0.09375000000000001	0.90625	AMP	AMP637
0.190625	0.809375	AMP	AMP638
0.05	0.95	AMP	AMP639
0.05842803030303031	0.9415719696969695	AMP	AMP640
0.026250000000000002	0.9737500000000001	AMP	AMP641
0.2166666666666667	0.7833333333333334	AMP	AMP642
0.0046875	0.9953125	AMP	AMP643
0.14375	0.85625	AMP	AMP644
0.055833333333333325	0.9441666666666668	AMP	AMP645
0.049895833333333334	0.9501041666666665	AMP	AMP646
0.17258184523809525	0.8274181547619047	AMP	AMP647
0.034895833333333334	0.9651041666666667	AMP	AMP648
0.5096800595238095	0.49031994047619065	nonAMP	AMP649
0.5096800595238095	0.49031994047619065	nonAMP	AMP650
0.07526041666666668	0.9247395833333332	AMP	AMP651
0.06302083333333333	0.9369791666666666	AMP	AMP652
0.0959375	0.9040624999999999	AMP	AMP653
0.3129518398268399	0.6870481601731603	AMP	AMP654
0.3129518398268399	0.6870481601731603	AMP	AMP655
0.10319940476190474	0.8968005952380954	AMP	AMP656
0.04572916666666667	0.9542708333333334	AMP	AMP657
0.084375	0.915625	AMP	AMP658
0.060416666666666674	0.9395833333333334	AMP	AMP659
0.030416666666666668	0.9695833333333332	AMP	AMP660
0.4413392857142857	0.5586607142857142	AMP	AMP661
0.0	1.0	AMP	AMP662
0.009375	0.990625	AMP	AMP663
0.0265625	0.9734375	AMP	AMP664
0.15023809523809523	0.8497619047619045	AMP	AMP665
0.021875	0.978125	AMP	AMP666
0.043229166666666666	0.9567708333333332	AMP	AMP667
0.075	0.925	AMP	AMP668
0.06874999999999999	0.9312500000000001	AMP	AMP669
0.06363636363636363	0.9363636363636363	AMP	AMP670
0.1293452380952381	0.8706547619047619	AMP	AMP671
0.41882440476190463	0.5811755952380951	AMP	AMP672
0.246875	0.753125	AMP	AMP673
0.003125	0.996875	AMP	AMP674
0.0875	0.9125	AMP	AMP675
0.0020833333333333333	0.9979166666666668	AMP	AMP676
0.0020833333333333333	0.9979166666666668	AMP	AMP677
0.024375	0.975625	AMP	AMP678
0.03854166666666667	0.9614583333333334	AMP	AMP679
0.4463839285714285	0.5536160714285713	AMP	AMP680
0.045208333333333336	0.9547916666666666	AMP	AMP681
0.14333333333333334	0.8566666666666667	AMP	AMP682
0.04479166666666667	0.9552083333333332	AMP	AMP683
0.4548958333333334	0.5451041666666667	AMP	AMP684
0.0965625	0.9034375000000001	AMP	AMP685
0.0625	0.9375	AMP	AMP686
0.5020833333333333	0.4979166666666667	nonAMP	AMP687
0.07979166666666666	0.9202083333333334	AMP	AMP688
0.0371875	0.9628125000000001	AMP	AMP689
0.2	0.8	AMP	AMP690
0.06416666666666666	0.9358333333333334	AMP	AMP691
0.034374999999999996	0.9656249999999998	AMP	AMP692
0.03958333333333333	0.9604166666666666	AMP	AMP693
0.019345238095238092	0.9806547619047619	AMP	AMP694
0.014930555555555555	0.9850694444444444	AMP	AMP695
0.017708333333333333	0.9822916666666668	AMP	AMP696
0.4708333333333332	0.5291666666666667	AMP	AMP697
0.5206597222222221	0.4793402777777779	nonAMP	AMP698
0.05208333333333333	0.9479166666666666	AMP	AMP699
0.11927083333333335	0.8807291666666666	AMP	AMP700
0.11145833333333335	0.8885416666666666	AMP	AMP701
0.478125	0.521875	AMP	AMP702
0.11374999999999999	0.8862499999999999	AMP	AMP703
0.11395833333333331	0.8860416666666666	AMP	AMP704
0.08604166666666666	0.9139583333333334	AMP	AMP705
0.20677083333333335	0.7932291666666667	AMP	AMP706
0.1390625	0.8609375	AMP	AMP707
0.1109375	0.8890625	AMP	AMP708
0.06875	0.93125	AMP	AMP709
0.0306547619047619	0.9693452380952381	AMP	AMP710
0.03229166666666666	0.9677083333333332	AMP	AMP711
0.0	1.0	AMP	AMP712
0.017708333333333333	0.9822916666666668	AMP	AMP713
0.014687500000000001	0.9853125	AMP	AMP714
0.027187499999999996	0.9728125000000001	AMP	AMP715
0.03229166666666667	0.9677083333333332	AMP	AMP716
0.060312500000000005	0.9396875	AMP	AMP717
0.03020833333333333	0.9697916666666668	AMP	AMP718
0.027499999999999997	0.9724999999999999	AMP	AMP719
0.016666666666666666	0.9833333333333332	AMP	AMP720
0.025625	0.974375	AMP	AMP721
0.04375	0.95625	AMP	AMP722
0.06	0.9400000000000001	AMP	AMP723
0.065625	0.934375	AMP	AMP724
0.08705357142857142	0.9129464285714285	AMP	AMP725
0.07875	0.92125	AMP	AMP726
0.08499999999999999	0.915	AMP	AMP727
0.03333333333333333	0.9666666666666668	AMP	AMP728
0.1625	0.8375	AMP	AMP729
0.20958333333333332	0.7904166666666667	AMP	AMP730
0.2125	0.7875	AMP	AMP731
0.04375	0.95625	AMP	AMP732
0.13125	0.86875	AMP	AMP733
0.2	0.8	AMP	AMP734
0.10729166666666665	0.8927083333333332	AMP	AMP735
0.15625	0.84375	AMP	AMP736
0.1125	0.8875	AMP	AMP737
0.0234375	0.9765625	AMP	AMP738
0.178125	0.821875	AMP	AMP739
0.06875	0.93125	AMP	AMP740
0.1125	0.8875	AMP	AMP741
0.10833333333333335	0.8916666666666668	AMP	AMP742
0.12135416666666668	0.8786458333333333	AMP	AMP743
0.060833333333333336	0.9391666666666666	AMP	AMP744
0.1	0.9	AMP	AMP745
0.05	0.95	AMP	AMP746
0.0375	0.9625	AMP	AMP747
0.17708333333333331	0.8229166666666667	AMP	AMP748
0.14375	0.85625	AMP	AMP749
0.17916666666666664	0.8208333333333334	AMP	AMP750
0.159375	0.840625	AMP	AMP751
0.025	0.975	AMP	AMP752
0.23958333333333334	0.7604166666666667	AMP	AMP753
0.01875	0.98125	AMP	AMP754
0.053125	0.9468750000000001	AMP	AMP755
0.4559821428571428	0.5440178571428571	AMP	AMP756
0.16104166666666667	0.8389583333333333	AMP	AMP757
0.5130208333333333	0.4869791666666668	nonAMP	AMP758
0.18333333333333335	0.8166666666666667	AMP	AMP759
0.12363095238095238	0.8763690476190475	AMP	AMP760
0.1225892857142857	0.8774107142857144	AMP	AMP761
0.4233184523809522	0.5766815476190477	AMP	AMP762
0.4371875	0.5628125	AMP	AMP763
0.06979166666666667	0.9302083333333332	AMP	AMP764
0.15520833333333334	0.8447916666666666	AMP	AMP765
0.11770833333333333	0.8822916666666666	AMP	AMP766
0.06354166666666666	0.9364583333333334	AMP	AMP767
0.041666666666666664	0.9583333333333334	AMP	AMP768
0.027083333333333338	0.9729166666666667	AMP	AMP769
0.00625	0.99375	AMP	AMP770
0.0125	0.9875	AMP	AMP771
0.16875	0.83125	AMP	AMP772
0.078125	0.921875	AMP	AMP773
0.025	0.975	AMP	AMP774
0.0921875	0.9078125	AMP	AMP775
0.16041666666666668	0.8395833333333332	AMP	AMP776
0.161875	0.838125	AMP	AMP777
0.0659375	0.9340625000000001	AMP	AMP778
0.025	0.975	AMP	AMP779
0.021875	0.978125	AMP	AMP780
0.065625	0.934375	AMP	AMP781
0.059375	0.940625	AMP	AMP782
0.1	0.9	AMP	AMP783
0.00625	0.99375	AMP	AMP784
0.10625	0.89375	AMP	AMP785
0.054166666666666675	0.9458333333333334	AMP	AMP786
0.04375	0.95625	AMP	AMP787
0.071875	0.928125	AMP	AMP788
0.05625	0.94375	AMP	AMP789
0.09375	0.90625	AMP	AMP790
0.0625	0.9375	AMP	AMP791
0.03125	0.96875	AMP	AMP792
0.06215277777777778	0.9378472222222222	AMP	AMP793
0.0825	0.9174999999999999	AMP	AMP794
0.06543154761904763	0.9345684523809524	AMP	AMP795
0.34789186507936526	0.652108134920635	AMP	AMP796
0.38303571428571426	0.6169642857142855	AMP	AMP797
0.34789186507936526	0.652108134920635	AMP	AMP798
0.5046875	0.4953125	nonAMP	AMP799
0.08333333333333334	0.9166666666666666	AMP	AMP800
0.11145833333333333	0.8885416666666668	AMP	AMP801
0.028125	0.971875	AMP	AMP802
0.0	1.0	AMP	AMP803
0.00625	0.99375	AMP	AMP804
0.0	1.0	AMP	AMP805
0.0	1.0	AMP	AMP806
0.00625	0.99375	AMP	AMP807
0.109375	0.890625	AMP	AMP808
0.49122767857142857	0.5087723214285714	AMP	AMP809
0.1275	0.8724999999999998	AMP	AMP810
0.44900297619047624	0.5509970238095236	AMP	AMP811
0.041249999999999995	0.95875	AMP	AMP812
0.06395833333333334	0.9360416666666665	AMP	AMP813
0.008333333333333333	0.9916666666666666	AMP	AMP814
0.0125	0.9875	AMP	AMP815
0.04	0.96	AMP	AMP816
0.09427083333333333	0.9057291666666668	AMP	AMP817
0.06545138888888888	0.9345486111111111	AMP	AMP818
0.059687500000000004	0.9403124999999999	AMP	AMP819
0.00625	0.99375	AMP	AMP820
0.022604166666666668	0.9773958333333335	AMP	AMP821
0.015104166666666665	0.9848958333333334	AMP	AMP822
0.003125	0.996875	AMP	AMP823
0.065625	0.934375	AMP	AMP824
0.15625	0.84375	AMP	AMP825
0.00625	0.99375	AMP	AMP826
0.0	1.0	AMP	AMP827
0.0	1.0	AMP	AMP828
0.017708333333333333	0.9822916666666666	AMP	AMP829
0.025	0.975	AMP	AMP830
0.09583333333333334	0.9041666666666666	AMP	AMP831
0.040625	0.959375	AMP	AMP832
0.0375	0.9625	AMP	AMP833
0.034375	0.965625	AMP	AMP834
0.02354166666666667	0.9764583333333334	AMP	AMP835
0.04625	0.95375	AMP	AMP836
0.4515625000000001	0.5484375	AMP	AMP837
0.05458333333333334	0.9454166666666666	AMP	AMP838
0.07395833333333332	0.9260416666666667	AMP	AMP839
0.009375	0.990625	AMP	AMP840
0.009375	0.990625	AMP	AMP841
0.040625	0.959375	AMP	AMP842
0.01875	0.98125	AMP	AMP843
0.5088244047619048	0.4911755952380951	nonAMP	AMP844
0.04479166666666666	0.9552083333333332	AMP	AMP845
0.049479166666666664	0.9505208333333334	AMP	AMP846
0.0875	0.9125	AMP	AMP847
0.09296875	0.9070312499999998	AMP	AMP848
0.03020833333333333	0.9697916666666666	AMP	AMP849
0.0625	0.9375	AMP	AMP850
0.4510416666666668	0.5489583333333332	AMP	AMP851
0.05947916666666666	0.9405208333333335	AMP	AMP852
0.015625	0.984375	AMP	AMP853
0.125	0.875	AMP	AMP854
0.014583333333333332	0.9854166666666666	AMP	AMP855
0.0125	0.9875	AMP	AMP856
0.014583333333333332	0.9854166666666666	AMP	AMP857
0.0125	0.9875	AMP	AMP858
0.0696875	0.9303125	AMP	AMP859
0.0125	0.9875	AMP	AMP860
0.41760416666666667	0.5823958333333333	AMP	AMP861
0.12291666666666665	0.8770833333333334	AMP	AMP862
0.0375	0.9625	AMP	AMP863
0.0125	0.9875	AMP	AMP864
0.01625	0.98375	AMP	AMP865
0.00625	0.99375	AMP	AMP866
0.019375	0.9806250000000001	AMP	AMP867
0.00625	0.99375	AMP	AMP868
0.0125	0.9875	AMP	AMP869
0.0125	0.9875	AMP	AMP870
0.0125	0.9875	AMP	AMP871
0.5272619047619048	0.4727380952380954	nonAMP	AMP872
0.012499999999999999	0.9875	AMP	AMP873
0.08854166666666667	0.9114583333333334	AMP	AMP874
0.03125	0.96875	AMP	AMP875
0.0703125	0.9296875	AMP	AMP876
0.14791666666666667	0.8520833333333334	AMP	AMP877
0.4490625	0.5509375000000001	AMP	AMP878
0.4231398809523811	0.5768601190476189	AMP	AMP879
0.06770833333333334	0.9322916666666666	AMP	AMP880
0.44229166666666664	0.5577083333333334	AMP	AMP881
0.44520833333333343	0.5547916666666666	AMP	AMP882
0.053125	0.946875	AMP	AMP883
0.11614583333333332	0.8838541666666668	AMP	AMP884
0.095	0.905	AMP	AMP885
0.11291666666666667	0.8870833333333333	AMP	AMP886
0.171875	0.828125	AMP	AMP887
0.12375	0.8762500000000001	AMP	AMP888
0.113125	0.8868750000000001	AMP	AMP889
0.128125	0.871875	AMP	AMP890
0.04375	0.95625	AMP	AMP891
0.04375	0.95625	AMP	AMP892
0.021875	0.978125	AMP	AMP893
0.021875	0.978125	AMP	AMP894
0.06666666666666667	0.9333333333333333	AMP	AMP895
0.075	0.925	AMP	AMP896
0.096875	0.903125	AMP	AMP897
0.04375	0.95625	AMP	AMP898
0.008333333333333333	0.9916666666666666	AMP	AMP899
0.0125	0.9875	AMP	AMP900
0.035416666666666666	0.9645833333333332	AMP	AMP901
0.0	1.0	AMP	AMP902
0.0375	0.9625	AMP	AMP903
0.02708333333333333	0.9729166666666667	AMP	AMP904
0.08906249999999999	0.9109375	AMP	AMP905
0.11338141025641024	0.8866185897435896	AMP	AMP906
0.08541666666666667	0.9145833333333334	AMP	AMP907
0.040625	0.959375	AMP	AMP908
0.03020833333333333	0.9697916666666668	AMP	AMP909
0.025	0.975	AMP	AMP910
0.03392857142857143	0.9660714285714285	AMP	AMP911
0.01517857142857143	0.9848214285714285	AMP	AMP912
0.025	0.975	AMP	AMP913
0.07125000000000001	0.92875	AMP	AMP914
0.0390625	0.9609375	AMP	AMP915
0.05	0.95	AMP	AMP916
0.09925595238095239	0.9007440476190475	AMP	AMP917
0.11800595238095238	0.8819940476190474	AMP	AMP918
0.1046875	0.8953125	AMP	AMP919
0.05	0.95	AMP	AMP920
0.0625	0.9375	AMP	AMP921
0.06666666666666667	0.9333333333333332	AMP	AMP922
0.07083333333333333	0.9291666666666666	AMP	AMP923
0.053125	0.946875	AMP	AMP924
0.0234375	0.9765625	AMP	AMP925
0.14330357142857142	0.8566964285714285	AMP	AMP926
0.4860416666666668	0.5139583333333332	AMP	AMP927
0.074375	0.9256249999999999	AMP	AMP928
0.4790625000000001	0.5209374999999998	AMP	AMP929
0.08177083333333332	0.9182291666666668	AMP	AMP930
0.035416666666666666	0.9645833333333333	AMP	AMP931
0.06510416666666667	0.9348958333333333	AMP	AMP932
0.03958333333333333	0.9604166666666666	AMP	AMP933
0.10104166666666665	0.8989583333333334	AMP	AMP934
0.0375	0.9625	AMP	AMP935
0.03333333333333333	0.9666666666666666	AMP	AMP936
0.052083333333333336	0.9479166666666666	AMP	AMP937
0.054166666666666675	0.9458333333333332	AMP	AMP938
0.10375000000000001	0.8962499999999999	AMP	AMP939
0.495922619047619	0.5040773809523811	AMP	AMP940
0.01927083333333333	0.9807291666666667	AMP	AMP941
0.08333333333333334	0.9166666666666666	AMP	AMP942
0.016666666666666666	0.9833333333333334	AMP	AMP943
0.03125	0.96875	AMP	AMP944
0.014583333333333334	0.9854166666666666	AMP	AMP945
0.31459821428571433	0.6854017857142854	AMP	AMP946
0.31459821428571433	0.6854017857142854	AMP	AMP947
0.12803571428571422	0.8719642857142856	AMP	AMP948
0.4922916666666667	0.5077083333333332	AMP	AMP949
0.13791666666666666	0.8620833333333332	AMP	AMP950
0.0484375	0.9515625	AMP	AMP951
0.0609375	0.9390625	AMP	AMP952
0.03125	0.96875	AMP	AMP953
0.03125	0.96875	AMP	AMP954
0.0328125	0.9671875	AMP	AMP955
0.44031249999999994	0.5596875000000001	AMP	AMP956
0.09104166666666667	0.9089583333333332	AMP	AMP957
0.022916666666666665	0.9770833333333334	AMP	AMP958
0.1365625	0.8634375000000001	AMP	AMP959
0.0234375	0.9765625	AMP	AMP960
0.01875	0.98125	AMP	AMP961
0.011875	0.9881249999999998	AMP	AMP962
0.010416666666666666	0.9895833333333333	AMP	AMP963
0.00625	0.99375	AMP	AMP964
0.0125	0.9875	AMP	AMP965
0.059375	0.940625	AMP	AMP966
0.04875	0.9512499999999999	AMP	AMP967
0.13489583333333333	0.8651041666666666	AMP	AMP968
0.08958333333333333	0.9104166666666668	AMP	AMP969
0.014583333333333334	0.9854166666666668	AMP	AMP970
0.046875	0.9531250000000002	AMP	AMP971
0.10114583333333334	0.8988541666666666	AMP	AMP972
0.00625	0.99375	AMP	AMP973
0.06677083333333332	0.9332291666666668	AMP	AMP974
0.027500000000000004	0.9724999999999999	AMP	AMP975
0.034375	0.965625	AMP	AMP976
0.0125	0.9875	AMP	AMP977
0.0125	0.9875	AMP	AMP978
0.0125	0.9875	AMP	AMP979
0.00625	0.99375	AMP	AMP980
0.18020833333333333	0.8197916666666668	AMP	AMP981
0.0234375	0.9765625	AMP	AMP982
0.0125	0.9875	AMP	AMP983
0.0125	0.9875	AMP	AMP984
0.01875	0.98125	AMP	AMP985
0.040625	0.959375	AMP	AMP986
0.06770833333333334	0.9322916666666666	AMP	AMP987
0.041666666666666664	0.9583333333333334	AMP	AMP988
0.09375	0.90625	AMP	AMP989
0.4482291666666668	0.5517708333333333	AMP	AMP990
0.11413690476190477	0.885863095238095	AMP	AMP991
0.044687500000000005	0.9553125	AMP	AMP992
0.009375	0.990625	AMP	AMP993
0.0	1.0	AMP	AMP994
0.00625	0.99375	AMP	AMP995
0.009375	0.990625	AMP	AMP996
0.0	1.0	AMP	AMP997
0.055416666666666656	0.9445833333333333	AMP	AMP998
0.0125	0.9875	AMP	AMP999
0.046875	0.953125	AMP	AMP1000
0.05625	0.94375	AMP	AMP1001
0.04479166666666666	0.9552083333333332	AMP	AMP1002
0.0	1.0	AMP	AMP1003
0.06458333333333333	0.9354166666666668	AMP	AMP1004
0.05833333333333333	0.9416666666666667	AMP	AMP1005
0.01875	0.98125	AMP	AMP1006
0.0	1.0	AMP	AMP1007
0.06166666666666667	0.9383333333333332	AMP	AMP1008
0.059375	0.940625	AMP	AMP1009
0.04375	0.95625	AMP	AMP1010
0.015625	0.984375	AMP	AMP1011
0.009375	0.990625	AMP	AMP1012
0.09628472222222222	0.9037152777777777	AMP	AMP1013
0.036458333333333336	0.9635416666666666	AMP	AMP1014
0.5309895833333335	0.4690104166666667	nonAMP	AMP1015
0.0909375	0.9090624999999999	AMP	AMP1016
0.023958333333333335	0.9760416666666668	AMP	AMP1017
0.00625	0.99375	AMP	AMP1018
0.0125	0.9875	AMP	AMP1019
0.02979166666666667	0.9702083333333335	AMP	AMP1020
0.006770833333333333	0.9932291666666666	AMP	AMP1021
0.0	1.0	AMP	AMP1022
0.0125	0.9875	AMP	AMP1023
0.022916666666666665	0.9770833333333332	AMP	AMP1024
0.022916666666666665	0.9770833333333334	AMP	AMP1025
0.09677083333333333	0.9032291666666667	AMP	AMP1026
0.07708333333333332	0.9229166666666666	AMP	AMP1027
0.4052827380952381	0.5947172619047619	AMP	AMP1028
0.024583333333333336	0.9754166666666666	AMP	AMP1029
0.003125	0.996875	AMP	AMP1030
0.14395833333333333	0.8560416666666667	AMP	AMP1031
0.10625	0.89375	AMP	AMP1032
0.0	1.0	AMP	AMP1033
0.0	1.0	AMP	AMP1034
0.01875	0.98125	AMP	AMP1035
0.00625	0.99375	AMP	AMP1036
0.071875	0.928125	AMP	AMP1037
0.0359375	0.9640625	AMP	AMP1038
0.0125	0.9875	AMP	AMP1039
0.00625	0.99375	AMP	AMP1040
0.0125	0.9875	AMP	AMP1041
0.00625	0.99375	AMP	AMP1042
0.046875	0.9531249999999998	AMP	AMP1043
0.15062499999999998	0.8493749999999999	AMP	AMP1044
0.028125	0.971875	AMP	AMP1045
0.016874999999999998	0.983125	AMP	AMP1046
0.0	1.0	AMP	AMP1047
0.03020833333333333	0.9697916666666668	AMP	AMP1048
0.010416666666666666	0.9895833333333334	AMP	AMP1049
0.0	1.0	AMP	AMP1050
0.022395833333333334	0.9776041666666668	AMP	AMP1051
0.017708333333333333	0.9822916666666666	AMP	AMP1052
0.0	1.0	AMP	AMP1053
0.46565476190476185	0.534345238095238	AMP	AMP1054
0.45080357142857147	0.5491964285714285	AMP	AMP1055
0.09218749999999999	0.9078125	AMP	AMP1056
0.10093749999999999	0.8990625	AMP	AMP1057
0.026250000000000002	0.9737500000000001	AMP	AMP1058
0.008333333333333333	0.9916666666666668	AMP	AMP1059
0.01875	0.98125	AMP	AMP1060
0.0	1.0	AMP	AMP1061
0.13788690476190474	0.8621130952380953	AMP	AMP1062
0.4180357142857143	0.5819642857142856	AMP	AMP1063
0.06562500000000002	0.934375	AMP	AMP1064
0.06458333333333334	0.9354166666666666	AMP	AMP1065
0.075	0.925	AMP	AMP1066
0.4633333333333334	0.5366666666666667	AMP	AMP1067
0.0528125	0.9471875000000001	AMP	AMP1068
0.173125	0.826875	AMP	AMP1069
0.06071428571428572	0.9392857142857143	AMP	AMP1070
0.259375	0.740625	AMP	AMP1071
0.5868749999999999	0.4131250000000001	nonAMP	AMP1072
0.019791666666666666	0.9802083333333332	AMP	AMP1073
0.055208333333333325	0.9447916666666666	AMP	AMP1074
0.07916666666666666	0.9208333333333332	AMP	AMP1075
0.0	1.0	AMP	AMP1076
0.01875	0.98125	AMP	AMP1077
0.0734375	0.9265625	AMP	AMP1078
0.0965625	0.9034375000000001	AMP	AMP1079
0.015625	0.984375	AMP	AMP1080
0.07864583333333333	0.9213541666666666	AMP	AMP1081
0.054166666666666675	0.9458333333333334	AMP	AMP1082
0.05625	0.94375	AMP	AMP1083
0.0859375	0.9140625	AMP	AMP1084
0.05500000000000001	0.945	AMP	AMP1085
0.0328125	0.9671875	AMP	AMP1086
0.013020833333333332	0.9869791666666667	AMP	AMP1087
0.013020833333333332	0.9869791666666667	AMP	AMP1088
0.0125	0.9875	AMP	AMP1089
0.01875	0.98125	AMP	AMP1090
0.0125	0.9875	AMP	AMP1091
0.178125	0.821875	AMP	AMP1092
0.4312351190476189	0.5687648809523811	AMP	AMP1093
0.0972172619047619	0.9027827380952381	AMP	AMP1094
0.058333333333333334	0.9416666666666667	AMP	AMP1095
0.06072916666666668	0.9392708333333332	AMP	AMP1096
0.03125	0.96875	AMP	AMP1097
0.11770833333333335	0.8822916666666668	AMP	AMP1098
0.04583333333333333	0.9541666666666668	AMP	AMP1099
0.0384375	0.9615625	AMP	AMP1100
0.14427083333333332	0.8557291666666668	AMP	AMP1101
0.00625	0.99375	AMP	AMP1102
0.01875	0.98125	AMP	AMP1103
0.22604166666666664	0.7739583333333334	AMP	AMP1104
0.07083333333333333	0.9291666666666666	AMP	AMP1105
0.075	0.925	AMP	AMP1106
0.07291666666666666	0.9270833333333333	AMP	AMP1107
0.13958333333333334	0.8604166666666666	AMP	AMP1108
0.165625	0.834375	AMP	AMP1109
0.0125	0.9875	AMP	AMP1110
0.00625	0.99375	AMP	AMP1111
0.12916666666666668	0.8708333333333333	AMP	AMP1112
0.11458333333333333	0.8854166666666667	AMP	AMP1113
0.1515625	0.8484375000000002	AMP	AMP1114
0.065625	0.934375	AMP	AMP1115
0.021875	0.978125	AMP	AMP1116
0.03333333333333334	0.9666666666666666	AMP	AMP1117
0.05625	0.94375	AMP	AMP1118
0.0959375	0.9040625000000002	AMP	AMP1119
0.12083333333333332	0.8791666666666667	AMP	AMP1120
0.4579166666666666	0.5420833333333335	AMP	AMP1121
0.2631004238816738	0.736899576118326	AMP	AMP1122
0.2631004238816738	0.736899576118326	AMP	AMP1123
0.13	0.8699999999999999	AMP	AMP1124
0.44833333333333325	0.5516666666666667	AMP	AMP1125
0.4477380952380952	0.5522619047619048	AMP	AMP1126
0.17180059523809524	0.8281994047619048	AMP	AMP1127
0.47424107142857147	0.5257589285714286	AMP	AMP1128
0.07916666666666668	0.9208333333333332	AMP	AMP1129
0.47196428571428567	0.5280357142857144	AMP	AMP1130
0.18593750000000003	0.8140625	AMP	AMP1131
0.4398809523809525	0.5601190476190475	AMP	AMP1132
0.1542013888888889	0.845798611111111	AMP	AMP1133
0.103125	0.896875	AMP	AMP1134
0.2631004238816738	0.736899576118326	AMP	AMP1135
0.4411855158730158	0.5588144841269842	AMP	AMP1136
0.12822916666666667	0.8717708333333336	AMP	AMP1137
0.4400446428571428	0.5599553571428572	AMP	AMP1138
0.0020833333333333333	0.9979166666666668	AMP	AMP1139
0.03864583333333333	0.9613541666666666	AMP	AMP1140
0.05	0.95	AMP	AMP1141
0.08364583333333334	0.9163541666666667	AMP	AMP1142
0.05	0.95	AMP	AMP1143
0.022291666666666668	0.9777083333333334	AMP	AMP1144
0.07135416666666666	0.9286458333333334	AMP	AMP1145
0.01875	0.98125	AMP	AMP1146
0.11875	0.88125	AMP	AMP1147
0.47822916666666676	0.5217708333333333	AMP	AMP1148
0.43125	0.56875	AMP	AMP1149
0.44718749999999996	0.5528124999999999	AMP	AMP1150
0.10614583333333334	0.8938541666666667	AMP	AMP1151
0.020833333333333332	0.9791666666666666	AMP	AMP1152
0.019583333333333335	0.9804166666666667	AMP	AMP1153
0.020833333333333332	0.9791666666666666	AMP	AMP1154
0.05291666666666667	0.9470833333333335	AMP	AMP1155
0.01875	0.98125	AMP	AMP1156
0.03125	0.96875	AMP	AMP1157
0.025	0.975	AMP	AMP1158
0.075	0.925	AMP	AMP1159
0.0540625	0.9459375	AMP	AMP1160
0.03125	0.96875	AMP	AMP1161
0.05937500000000001	0.9406249999999998	AMP	AMP1162
0.025	0.975	AMP	AMP1163
0.053125	0.946875	AMP	AMP1164
0.0625	0.9375	AMP	AMP1165
0.0328125	0.9671875	AMP	AMP1166
0.0171875	0.9828125	AMP	AMP1167
0.0171875	0.9828125	AMP	AMP1168
0.04645833333333333	0.9535416666666666	AMP	AMP1169
0.009895833333333331	0.9901041666666668	AMP	AMP1170
0.011979166666666666	0.9880208333333332	AMP	AMP1171
0.01614583333333333	0.9838541666666668	AMP	AMP1172
0.14208333333333328	0.8579166666666665	AMP	AMP1173
0.11617559523809524	0.8838244047619048	AMP	AMP1174
0.38613095238095235	0.6138690476190477	AMP	AMP1175
0.0078125	0.9921875	AMP	AMP1176
0.015104166666666665	0.9848958333333332	AMP	AMP1177
0.5151041666666667	0.4848958333333333	nonAMP	AMP1178
0.12322916666666665	0.8767708333333335	AMP	AMP1179
0.10578124999999998	0.8942187500000001	AMP	AMP1180
0.40973958333333343	0.5902604166666667	AMP	AMP1181
0.06666666666666667	0.9333333333333332	AMP	AMP1182
0.44953125000000005	0.55046875	AMP	AMP1183
0.09770833333333333	0.9022916666666667	AMP	AMP1184
0.0125	0.9875	AMP	AMP1185
0.06354166666666666	0.9364583333333332	AMP	AMP1186
0.01875	0.98125	AMP	AMP1187
0.0	1.0	AMP	AMP1188
0.053125	0.946875	AMP	AMP1189
0.0	1.0	AMP	AMP1190
0.08583333333333334	0.9141666666666666	AMP	AMP1191
0.1296875	0.8703125	AMP	AMP1192
0.18333333333333332	0.8166666666666668	AMP	AMP1193
0.09468750000000001	0.9053125	AMP	AMP1194
0.03333333333333333	0.9666666666666668	AMP	AMP1195
0.08125	0.91875	AMP	AMP1196
0.046875	0.953125	AMP	AMP1197
0.07916666666666666	0.9208333333333334	AMP	AMP1198
0.01875	0.98125	AMP	AMP1199
0.025	0.975	AMP	AMP1200
0.06791666666666667	0.9320833333333333	AMP	AMP1201
0.13229166666666664	0.8677083333333334	AMP	AMP1202
0.0875	0.9125	AMP	AMP1203
0.0625	0.9375	AMP	AMP1204
0.03125	0.96875	AMP	AMP1205
0.025	0.975	AMP	AMP1206
0.034375	0.965625	AMP	AMP1207
0.07708333333333332	0.9229166666666666	AMP	AMP1208
0.08229166666666667	0.9177083333333333	AMP	AMP1209
0.025	0.975	AMP	AMP1210
0.0	1.0	AMP	AMP1211
0.003125	0.996875	AMP	AMP1212
0.0	1.0	AMP	AMP1213
0.00625	0.99375	AMP	AMP1214
0.0125	0.9875	AMP	AMP1215
0.060416666666666674	0.9395833333333332	AMP	AMP1216
0.03236607142857143	0.9676339285714285	AMP	AMP1217
0.0328125	0.9671875	AMP	AMP1218
0.021875	0.978125	AMP	AMP1219
0.03229166666666666	0.9677083333333334	AMP	AMP1220
0.023958333333333335	0.9760416666666668	AMP	AMP1221
0.00625	0.99375	AMP	AMP1222
0.053125	0.946875	AMP	AMP1223
0.08958333333333332	0.9104166666666667	AMP	AMP1224
0.04479166666666667	0.9552083333333334	AMP	AMP1225
0.1701339285714286	0.8298660714285715	AMP	AMP1226
